,player_height,player_name,team_conference,team_name,player_height_in
1729,6-10,Kevin Bleeker,Metro Atlantic Athletic Conference,Canisius,82
1730,6-7,Phil Valenti,Metro Atlantic Athletic Conference,Canisius,79
1731,6-4,Jamal Reynolds,Metro Atlantic Athletic Conference,Canisius,76
1732,6-4,Adam Weir,Metro Atlantic Athletic Conference,Canisius,76
1733,6-5,R.J. Curington,Big East Conference,DePaul,77
1734,6-5,Darrick Wood,Big East Conference,DePaul,77
1735,6-11,Tommy Hamilton IV,Big East Conference,DePaul,83
1736,6-8,Rashaun Stimage,Big East Conference,DePaul,80
1737,6-6,Myke Henry,Big East Conference,DePaul,78
1738,6-6,Billy Garrett Jr,Big East Conference,DePaul,78
1739,6-0,David Molinari,Big East Conference,DePaul,72
1740,6-6,Eli Cain,Big East Conference,DePaul,78
1741,6-9,Develle Phillips,Big East Conference,DePaul,81
1742,6-0,Cory Dolins,Big East Conference,DePaul,72
1743,6-7,Frederick Scott,Big East Conference,DePaul,79
1744,5-11,Aaron Simpson,Big East Conference,DePaul,71
1745,6-4,Erten Gazi,Big East Conference,DePaul,76
1746,6-10,Oumar Barry,Big East Conference,DePaul,82
1747,6-10,Peter Ryckbosch,Big East Conference,DePaul,82
1748,6-7,David Leitao III,Big East Conference,DePaul,79
1749,6-7,Joe Hanel,Big East Conference,DePaul,79
1750,6-7,Jaylen Brown,Pac-12 Conference,Cal,79
1751,6-11,Ivan Rabb,Pac-12 Conference,Cal,83
1752,6-4,Sam Singer,Pac-12 Conference,Cal,76
1753,6-5,Tyrone Wallace,Pac-12 Conference,Cal,77
1754,5-9,Brandon Chauca,Pac-12 Conference,Cal,69
1755,6-6,Roger Moute a Bidias,Pac-12 Conference,Cal,78
1756,6-4,Nick Hamilton,Pac-12 Conference,Cal,76
1757,7-1,Kingsley Okoroh,Pac-12 Conference,Cal,85
1758,6-6,Jabari Bird,Pac-12 Conference,Cal,78
1759,6-3,Jordan Mathews,Pac-12 Conference,Cal,75
1760,6-7,Roman Davis,Pac-12 Conference,Cal,79
1761,6-7,Stephen Domingo,Pac-12 Conference,Cal,79
1762,6-3,Brenden Glapion,Pac-12 Conference,Cal,75
1763,6-7,Cole Welle,Pac-12 Conference,Cal,79
1764,7-0,Kameron Rooks,Pac-12 Conference,Cal,84
1765,6-0,Trey Norris,Summit League,South Dakota,72
1766,6-5,Tre Burnette,Summit League,South Dakota,77
1767,6-3,Zach Dickerson,Summit League,South Dakota,75
1768,6-1,Casey Kasperbauer,Summit League,South Dakota,73
1769,6-4,Logan Power,Summit League,South Dakota,76
1770,6-7,Tyler Flack,Summit League,South Dakota,79
1771,6-5,Duol Mayot,Summit League,South Dakota,77
1772,6-4,D.J. Davis,Summit League,South Dakota,76
1773,6-8,Eric Robertson,Summit League,South Dakota,80
1774,6-8,Austin Sparks,Summit League,South Dakota,80
1775,6-6,Tyler Borchers,Summit League,South Dakota,78
1776,6-1,Trey Dickerson,Summit League,South Dakota,73
1777,6-8,Tyler Hagedorn,Summit League,South Dakota,80
1778,6-3,Carlton Hurst,Summit League,South Dakota,75
1779,6-9,Dan Jech,Summit League,South Dakota,81
1780,6-0,Shy McClelland,Summit League,South Dakota,72
1781,6-3,Matt Mooney,Summit League,South Dakota,75
1782,6-3,Corey Henson,Northeast Conference,Wagner,75
1783,5-10,Aaren Edmead,Northeast Conference,Wagner,70
1784,6-4,Dwaun Anderson,Northeast Conference,Wagner,76
1785,6-1,JoJo Cooper,Northeast Conference,Wagner,73
1786,6-3,Romone Saunders,Northeast Conference,Wagner,75
1787,6-7,Japhet Kadji,Northeast Conference,Wagner,79
1788,6-8,Mike Aaman,Northeast Conference,Wagner,80
1789,6-8,Greg Senat,Northeast Conference,Wagner,80
1790,6-5,Michael Carey,Northeast Conference,Wagner,77
1791,6-3,Devin Liggeons,Northeast Conference,Wagner,75
1792,6-2,Nick Griffin,Metro Atlantic Athletic Conference,St Peter's,74
1793,6-1,Cavon Baker,Metro Atlantic Athletic Conference,St Peter's,73
1794,6-4,Mohamed Farih,Metro Atlantic Athletic Conference,St Peter's,76
1795,6-1,Trevis Wyche,Metro Atlantic Athletic Conference,St Peter's,73
1796,6-3,Elisha Boone,Metro Atlantic Athletic Conference,St Peter's,75
1797,6-8,Elias Desport,Metro Atlantic Athletic Conference,St Peter's,80
1798,6-6,Nnamdi Enechionyia,Metro Atlantic Athletic Conference,St Peter's,78
1799,6-3,Antwon Portley,Metro Atlantic Athletic Conference,St Peter's,75
1800,6-7,Mamadou Ndaiye,Metro Atlantic Athletic Conference,St Peter's,79
1801,6-3,Chazz Patterson,Metro Atlantic Athletic Conference,St Peter's,75
1802,6-7,Samuel Idowu,Metro Atlantic Athletic Conference,St Peter's,79
1803,6-3,Cameron Jones,Metro Atlantic Athletic Conference,St Peter's,75
1804,6-7,Rodney Hawkins,Metro Atlantic Athletic Conference,St Peter's,79
1805,6-8,Quadir Welton,Metro Atlantic Athletic Conference,St Peter's,80
1806,6-2,Derrick Brooks,Southern Conference,Wofford,74
1807,6-4,Jimmy Jent,Southern Conference,Wofford,76
1808,6-4,Fletcher Magee,Southern Conference,Wofford,76
1809,6-6,Zach Korkowski,Southern Conference,Wofford,78
1810,6-0,Eric Garcia,Southern Conference,Wofford,72
1811,6-4,Larry McKnight Jr.,Southern Conference,Wofford,76
1812,5-11,Bobby Perez,Southern Conference,Wofford,71
1813,6-1,Jeremiah Tate,Southern Conference,Wofford,73
1814,6-4,Spencer Collins,Southern Conference,Wofford,76
1815,6-5,Trevor Stumpe,Southern Conference,Wofford,77
1816,6-3,Jaylen Allen,Southern Conference,Wofford,75
1817,6-6,Justin Gordon,Southern Conference,Wofford,78
1818,6-7,C.J. Neumann,Southern Conference,Wofford,79
1819,6-7,Cameron Jackson,Southern Conference,Wofford,79
1820,6-8,Ryan Sawvell,Southern Conference,Wofford,80
1821,6-2,Eric Wagenlander,Southern Conference,Wofford,74
1822,6-10,Matthew Pegram,Southern Conference,Wofford,82
1823,6-8,Mike Kobani,Sun Belt Conference,Appalachian St,80
1824,6-2,Landon Goesling,Sun Belt Conference,Appalachian St,74
1825,6-3,Dustin Clarke,Sun Belt Conference,Appalachian St,75
1826,6-8,Michael Obacha,Sun Belt Conference,Appalachian St,80
1827,6-8,Griffin Kinney,Sun Belt Conference,Appalachian St,80
1828,5-8,Chris Burgess,Sun Belt Conference,Appalachian St,68
1829,6-3,Dylan Hodson,Sun Belt Conference,Appalachian St,75
1830,6-2,Frank Eaves,Sun Belt Conference,Appalachian St,74
1831,5-10,Jalen Sanders,Sun Belt Conference,Appalachian St,70
1832,6-5,Jake Babic,Sun Belt Conference,Appalachian St,77
1833,6-5,John Mosser,Sun Belt Conference,Appalachian St,77
1834,6-8,Jacob Lawson,Sun Belt Conference,Appalachian St,80
1835,6-2,Ja'Quan Newton,Atlantic Coast Conference,Miami (FL),74
1836,6-7,Anthony Lawrence Jr.,Atlantic Coast Conference,Miami (FL),79
1837,6-6,Davon Reed,Atlantic Coast Conference,Miami (FL),78
1838,6-5,Sheldon McClellan,Atlantic Coast Conference,Miami (FL),77
1839,6-5,James Palmer,Atlantic Coast Conference,Miami (FL),77
1840,5-11,Angel Rodriguez,Atlantic Coast Conference,Miami (FL),71
1841,6-8,Kamari Murphy,Atlantic Coast Conference,Miami (FL),80
1842,6-8,Omar Sherman,Atlantic Coast Conference,Miami (FL),80
1843,7-0,Tonye Jekiri,Atlantic Coast Conference,Miami (FL),84
1844,6-10,Ivan Cruz Uceda,Atlantic Coast Conference,Miami (FL),82
1845,6-6,Chris Stowell,Atlantic Coast Conference,Miami (FL),78
1846,6-10,Ebuka Izundu,Atlantic Coast Conference,Miami (FL),82
1847,6-6,Rashad Muhammad,Atlantic Coast Conference,Miami (FL),78
1848,6-2,Josh Ivory,Colonial Athletic Association,Towson,74
1849,6-1,Byron Hawkins,Colonial Athletic Association,Towson,73
1850,6-5,Jordan McNeil,Colonial Athletic Association,Towson,77
1851,6-3,Deshaun Morman,Colonial Athletic Association,Towson,75
1852,6-8,Walter Foster,Colonial Athletic Association,Towson,80
1853,6-5,John Davis,Colonial Athletic Association,Towson,77
1854,6-8,Dennis Tunstall,Colonial Athletic Association,Towson,80
1855,6-7,Timajh Parker-Rivera,Colonial Athletic Association,Towson,79
1856,6-5,Mike Morsell,Colonial Athletic Association,Towson,77
1857,6-6,A.J. Astroth,Colonial Athletic Association,Towson,78
1858,6-5,Eddie Keith II,Colonial Athletic Association,Towson,77
1859,6-9,Alex Thomas,Colonial Athletic Association,Towson,81
1860,6-6,Arnaud William Adala Moto,Colonial Athletic Association,Towson,78
1861,6-5,A.C. Reid,Big South Conference,Liberty,77
1862,6-0,Calvin Hoffman,Big South Conference,Liberty,72
1863,6-4,Ryan Kemrite,Big South Conference,Liberty,76
1864,6-7,Theo Johnson,Big South Conference,Liberty,79
1865,6-2,John Dawson,Big South Conference,Liberty,74
1866,6-8,Ezra Talbert,Big South Conference,Liberty,80
1867,6-3,Peter Moller,Big South Conference,Liberty,75
1868,6-10,Evan Maxwell,Big South Conference,Liberty,82
1869,6-1,Travon Landry,Western Athletic Conference,New Mexico St,73
1870,6-5,Braxton Huggins,Western Athletic Conference,New Mexico St,77
1871,6-0,Ian Baker,Western Athletic Conference,New Mexico St,72
1872,6-5,Matt Taylor,Western Athletic Conference,New Mexico St,77
1873,6-1,Rashawn Browne,Western Athletic Conference,New Mexico St,73
1874,6-10,Johnathon Wilkins,Western Athletic Conference,New Mexico St,82
1875,7-3,Tanveer Bhullar,Western Athletic Conference,New Mexico St,87
1876,6-7,Jalyn Pennie,Western Athletic Conference,New Mexico St,79
1877,6-9,Pascal Siakam,Western Athletic Conference,New Mexico St,81
1878,6-11,Jose Campo,Western Athletic Conference,New Mexico St,83
1879,6-8,Eli Chuha,Western Athletic Conference,New Mexico St,80
1880,6-3,Rene Esparza,Western Athletic Conference,New Mexico St,75
1881,6-7,Harold Givens,Western Athletic Conference,New Mexico St,79
1882,6-11,Bollo Gnahore,Western Athletic Conference,New Mexico St,83
1883,6-2,Sidy Ndir,Western Athletic Conference,New Mexico St,74
1884,6-4,Jaron Withers,Big South Conference,Presbyterian,76
1885,5-10,Darius Moore,Big South Conference,Presbyterian,70
1886,6-2,Markus Terry,Big South Conference,Presbyterian,74
1887,6-5,DeSean Murray,Big South Conference,Presbyterian,77
1888,6-6,John Majors II,Big South Conference,Presbyterian,78
1889,5-10,Davon Bell,Big South Conference,Presbyterian,70
1890,5-10,Janeil Jenkins,Big South Conference,Presbyterian,70
1891,6-9,Stephen Osu,Big South Conference,Presbyterian,81
1892,5-10,Charlie Inclan,Big South Conference,Presbyterian,70
1893,6-4,Reggie Dillard,Big South Conference,Presbyterian,76
1894,6-8,William Truss,Big South Conference,Presbyterian,80
1895,6-5,Jordan Downing,Big South Conference,Presbyterian,77
1896,6-8,Ruben Arroyo,Big South Conference,Presbyterian,80
1897,5-10,Will Adams,Big South Conference,Presbyterian,70
1898,6-6,Ed Drew,Big South Conference,Presbyterian,78
1899,6-9,Austin Venable,Big South Conference,Presbyterian,81
1900,7-1,Jake Campbell,Big South Conference,Presbyterian,85
1901,6-8,Brent Hibbitts,Big Ten Conference,Michigan,80
1902,5-11,Spike Albrecht,Big Ten Conference,Michigan,71
1903,6-8,Kameron Chatman,Big Ten Conference,Michigan,80
1904,6-9,D.J. Wilson,Big Ten Conference,Michigan,81
1905,6-1,Derrick Walton Jr.,Big Ten Conference,Michigan,73
1906,6-2,Andrew Dakich,Big Ten Conference,Michigan,74
1907,6-4,Muhammad-Ali Abdur-Rahkman,Big Ten Conference,Michigan,76
1908,6-10,Moritz Wagner,Big Ten Conference,Michigan,82
1909,6-5,Sean Lonergan,Big Ten Conference,Michigan,77
1910,6-6,Zak Irvin,Big Ten Conference,Michigan,78
1911,6-8,Duncan Robinson,Big Ten Conference,Michigan,80
1912,6-7,Caris LeVert,Big Ten Conference,Michigan,79
1913,6-6,Aubrey Dawkins,Big Ten Conference,Michigan,78
1914,6-9,Ricky Doyle,Big Ten Conference,Michigan,81
1915,6-9,Mark Donnal,Big Ten Conference,Michigan,81
1916,6-8,Kimani Jackson,Mountain West Conference,Colorado State,80
1917,6-2,Antwan Scott,Mountain West Conference,Colorado State,74
1918,6-8,Emmanuel Omogbo,Mountain West Conference,Colorado State,80
1919,6-4,Gian Clavell,Mountain West Conference,Colorado State,76
1920,6-0,John Gillon,Mountain West Conference,Colorado State,72
1921,6-7,Fred Richardson III,Mountain West Conference,Colorado State,79
1922,6-6,Joe De Ciman,Mountain West Conference,Colorado State,78
1923,6-1,Prentiss Nixon,Mountain West Conference,Colorado State,73
1924,6-7,Tiel Daniels,Mountain West Conference,Colorado State,79
1925,6-3,Jeremiah Paige,Mountain West Conference,Colorado State,75
1926,6-2,Anthony Bonner,Mountain West Conference,Colorado State,74
1927,6-10,Nico Carvacho,Mountain West Conference,Colorado State,82
1928,6-10,Toby Van Ry,Mountain West Conference,Colorado State,82
1929,5-7,Marlain Veal,Southland Conference,SE Louisiana,67
1930,6-7,Jordan Capps,Southland Conference,SE Louisiana,79
1931,6-2,Dimi Cook,Southland Conference,SE Louisiana,74
1932,6-0,Joshua Filmore,Southland Conference,SE Louisiana,72
1933,6-10,Dominic Nelson,Southland Conference,SE Louisiana,82
1934,6-4,JaMichael Hawkins,Southland Conference,SE Louisiana,76
1935,6-4,JaMichael Hawkins,Southland Conference,SE Louisiana,76
1936,6-0,Zay Jackson,Southland Conference,SE Louisiana,72
1937,6-8,Keith Charleston,Southland Conference,SE Louisiana,80
1938,6-7,Moses Greenwood,Southland Conference,SE Louisiana,79
1939,6-6,Bret Barclay,Southland Conference,SE Louisiana,78
1940,6-6,James Currington,Southland Conference,SE Louisiana,78
1941,6-2,Dylon Maggio,Southland Conference,SE Louisiana,74
1942,6-7,Daniel Grieves,Southland Conference,SE Louisiana,79
1943,6-3,T.J. Cromer,Southern Conference,East Tenn St,75
1944,6-0,Petey McClain,Southern Conference,East Tenn St,72
1945,6-6,Shemar Johnson,Southern Conference,East Tenn St,78
1946,6-2,Ge'Lawn Guyn,Southern Conference,East Tenn St,74
1947,7-0,Peter Jurkin,Southern Conference,East Tenn St,84
1948,6-7,Isaac Banks,Southern Conference,East Tenn St,79
1949,6-4,Desonta Bradford,Southern Conference,East Tenn St,76
1950,6-9,Hanner Mosquera-Perea,Southern Conference,East Tenn St,81
1951,6-2,A.J. Merriweather,Southern Conference,East Tenn St,74
1952,6-4,Lester Wilson,Southern Conference,East Tenn St,76
1953,6-8,Nigel Holley,Southern Conference,East Tenn St,80
1954,6-7,Abednego Lufile,Southern Conference,East Tenn St,79
1955,6-3,Adam Denison,Southern Conference,East Tenn St,75
1956,6-5,Leonard Smith Jr.,Southern Conference,East Tenn St,77
1957,6-4,Donte Clark,Atlantic 10 Conference,UMass,76
1958,6-3,Zach Lewis,Atlantic 10 Conference,UMass,75
1959,6-9,Antwan Space,Atlantic 10 Conference,UMass,81
1960,5-11,Jabarie Hinds,Atlantic 10 Conference,UMass,71
1961,6-9,Malik Hines,Atlantic 10 Conference,UMass,81
1962,6-9,Tyler Bergantino,Atlantic 10 Conference,UMass,81
1963,6-0,Trey Davis,Atlantic 10 Conference,UMass,72
1964,6-7,Zach Coleman,Atlantic 10 Conference,UMass,79
1965,6-4,Mike Wojewodzic,Atlantic 10 Conference,UMass,76
1966,6-5,C.J. Anderson,Atlantic 10 Conference,UMass,77
1967,6-7,Seth Berger,Atlantic 10 Conference,UMass,79
1968,6-10,Rashaan Holloway,Atlantic 10 Conference,UMass,82
1969,6-7,Zach Turcotte,Atlantic 10 Conference,UMass,79
1970,6-10,Wendell Lewis,Southwestern Athletic Conference,Alabama State,82
1971,6-5,Chidozie Omile,Southwestern Athletic Conference,Alabama State,77
1972,6-6,Luther Page,Southwestern Athletic Conference,Alabama State,78
1973,5-10,DeMarcus Robinson,Southwestern Athletic Conference,Alabama State,70
1974,6-7,Brandon Graham,Southwestern Athletic Conference,Alabama State,79
1975,6-6,Bobby Brown,Southwestern Athletic Conference,Alabama State,78
1976,6-2,Trey Scott,Southwestern Athletic Conference,Alabama State,74
1977,5-9,Jamel Waters,Southwestern Athletic Conference,Alabama State,69
1978,6-6,Tony Armstrong,Southwestern Athletic Conference,Alabama State,78
1979,6-6,Billy Ingram,Southwestern Athletic Conference,Alabama State,78
1980,6-4,Jamar Pope,Southwestern Athletic Conference,Alabama State,76
1981,6-5,Maurice Strong,Southwestern Athletic Conference,Alabama State,77
1982,6-4,Darius Sizemore,Southwestern Athletic Conference,Alabama State,76
1983,6-5,Darius Scott,Southwestern Athletic Conference,Alabama State,77
1984,6-1,Terrance LeFlore,Southwestern Athletic Conference,Alabama State,73
1985,6-9,Anthony Jacob,Southwestern Athletic Conference,Alabama State,81
1986,6-9,Robert Ojeah,Southwestern Athletic Conference,Alabama State,81
1987,5-11,Steve Rogers Jr.,Southwestern Athletic Conference,Alabama State,71
1988,6-10,Joey van Zegeren,Big Ten Conference,Northwestern,82
1989,6-7,Vic Law,Big Ten Conference,Northwestern,79
1990,6-8,Dererk Pardon,Big Ten Conference,Northwestern,80
1991,6-3,Tre Demps,Big Ten Conference,Northwestern,75
1992,6-5,Scottie Lindsey,Big Ten Conference,Northwestern,77
1993,7-0,Alex Olah,Big Ten Conference,Northwestern,84
1994,6-3,Jordan Ash,Big Ten Conference,Northwestern,75
1995,6-3,Bryant McIntosh,Big Ten Conference,Northwestern,75
1996,6-7,Nathan Taphorn,Big Ten Conference,Northwestern,79
1997,6-6,Sanjay Lumpkin,Big Ten Conference,Northwestern,78
1998,6-8,Aaron Falzon,Big Ten Conference,Northwestern,80
1999,6-8,Gavin Skelly,Big Ten Conference,Northwestern,80
2000,6-5,Tyrel Hunt,Southwestern Athletic Conference,Alcorn State,77
2001,6-6,Shaunessy Smith,Southwestern Athletic Conference,Alcorn State,78
2002,6-3,Chris Miller,Southwestern Athletic Conference,Alcorn State,75
2003,6-2,Tamarcio Wilson,Southwestern Athletic Conference,Alcorn State,74
2004,6-1,Michael Davis,Southwestern Athletic Conference,Alcorn State,73
2005,6-1,Devonte Hampton,Southwestern Athletic Conference,Alcorn State,73
2006,5-9,Juwan Henderson,Southwestern Athletic Conference,Alcorn State,69
2007,6-3,Corey Barnes Jr,Southwestern Athletic Conference,Alcorn State,75
2008,6-2,Tavis Gibson,Southwestern Athletic Conference,Alcorn State,74
2009,6-4,Leantwan Luckett,Southwestern Athletic Conference,Alcorn State,76
2010,6-4,Bassel Harfouch,Southwestern Athletic Conference,Alcorn State,76
2011,6-7,Xavier Graves,Southwestern Athletic Conference,Alcorn State,79
2012,6-10,Keynan Pittman,Southwestern Athletic Conference,Alcorn State,82
2013,6-5,Reginald Johnson,Southwestern Athletic Conference,Alcorn State,77
2014,6-10,George Gudadze,Southwestern Athletic Conference,Alcorn State,82
2015,6-7,Marquis Vance,Southwestern Athletic Conference,Alcorn State,79
2016,6-4,Rahkeem Lehaman,Southwestern Athletic Conference,Alcorn State,76
2017,6-8,Octavius Brown,Southwestern Athletic Conference,Alcorn State,80
2018,6-6,George Thomas,Southwestern Athletic Conference,Alcorn State,78
2019,6-11,Isaiah Hill,Southwestern Athletic Conference,Alcorn State,83
2020,6-8,Omar Beauperthuy,Southwestern Athletic Conference,Alcorn State,80
2021,6-6,Corey Young,Southwestern Athletic Conference,Alcorn State,78
2022,6-6,Blake Hamilton,Mid-American - East,Buffalo,78
2023,6-3,Lamonte Bearden,Mid-American - East,Buffalo,75
2024,6-5,Willie Conner,Mid-American - East,Buffalo,77
2025,6-3,Cj Massinburg,Mid-American - East,Buffalo,75
2026,6-8,David Kadiri,Mid-American - East,Buffalo,80
2027,6-3,Mory Diane,Mid-American - East,Buffalo,75
2028,6-3,Jarryn Skeete,Mid-American - East,Buffalo,75
2029,6-5,Rodell Wigginton,Mid-American - East,Buffalo,77
2030,5-7,Christian Pino,Mid-American - East,Buffalo,67
2031,6-10,Raheem Johnson,Mid-American - East,Buffalo,82
2032,6-8,Nick Perkins,Mid-American - East,Buffalo,80
2033,6-10,Ikenna Smart,Mid-American - East,Buffalo,82
2034,6-9,Nick Gorski,Patriot League,Loyola (MD),81
2035,6-0,Andre Walker,Patriot League,Loyola (MD),72
2036,6-0,Nevell Provo,Patriot League,Loyola (MD),72
2037,6-6,Eric Laster,Patriot League,Loyola (MD),78
2038,6-0,Sean Tuohy Jr.,Patriot League,Loyola (MD),72
2039,6-10,Franz Rassman,Patriot League,Loyola (MD),82
2040,5-8,Matt Staubi,Patriot League,Loyola (MD),68
2041,6-7,Jarred Jones,Patriot League,Loyola (MD),79
2042,6-8,Cam Gregory,Patriot League,Loyola (MD),80
2043,6-2,Tyler Hubbard,Patriot League,Loyola (MD),74
2044,6-6,James Fives,Patriot League,Loyola (MD),78
2045,6-4,Chancellor Barnard,Patriot League,Loyola (MD),76
2046,6-9,Josh Forney,Patriot League,Loyola (MD),81
2047,6-1,Keith Carter,Horizon League,Valparaiso,73
2048,6-8,E. Victor Nickerson,Horizon League,Valparaiso,80
2049,6-2,Tevonn Walker,Horizon League,Valparaiso,74
2050,6-1,Max Joseph,Horizon League,Valparaiso,73
2051,6-3,Darien Walker,Horizon League,Valparaiso,75
2052,6-8,David Skara,Horizon League,Valparaiso,80
2053,6-7,Shane Hammink,Horizon League,Valparaiso,79
2054,6-10,Vashil Fernandez,Horizon League,Valparaiso,82
2055,6-0,Lexus Williams,Horizon League,Valparaiso,72
2056,7-1,Derrik Smits,Horizon League,Valparaiso,85
2057,6-4,Nick Davidson,Horizon League,Valparaiso,76
2058,6-7,Jubril Adekoya,Horizon League,Valparaiso,79
2059,6-9,Alec Peters,Horizon League,Valparaiso,81
2060,6-7,Chandler Levingston Simon,Horizon League,Valparaiso,79
2061,6-8,Darnell Harris,Conference USA,Mid Tennessee,80
2062,5-10,Dj Jones,Conference USA,Mid Tennessee,70
2063,6-6,Perrin Buford,Conference USA,Mid Tennessee,78
2064,6-8,Joshua Phillips,Conference USA,Mid Tennessee,80
